sqno,strd_yr,stdmt,date,stty_infcd_tpcd,diss_nm,diag_nm,whol_ptnt_cnt,frgn_ptnt_cnt,adm_ptnt_cnt,frgn_ptnt_rate,adm_ptnt_rate
15674,2023,9,2023년 09월 01일,2,급성호흡기감염증,급성 복막염,11,11,0,100.0,0.0
15261,2023,9,2023년 09월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,10,10,0,100.0,0.0
16249,2023,9,2023년 09월 01일,4,인플루엔자,"계절성 인플루엔자바이러스가 확인된, 기타 호흡기 증상을 동반한 인플루엔자",6,6,0,100.0,0.0
16205,2023,9,2023년 09월 01일,3,C형간염,만성 바이러스C형간염,32,32,0,100.0,0.0
16383,2023,10,2023년 10월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,10,10,0,100.0,0.0
14863,2023,10,2023년 10월 01일,3,C형간염,만성 바이러스C형간염,25,25,0,100.0,0.0
14880,2023,10,2023년 10월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",7,7,0,100.0,0.0
15062,2023,10,2023년 10월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,16,16,0,100.0,0.0
15988,2023,11,2023년 11월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,12,12,0,100.0,0.0
15658,2023,11,2023년 11월 01일,2,급성호흡기감염증,급성 복막염,7,7,0,100.0,0.0
16338,2023,11,2023년 11월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",11,11,0,100.0,0.0
15198,2023,11,2023년 11월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],6,6,0,100.0,0.0
16457,2023,11,2023년 11월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,8,8,0,100.0,0.0
16176,2023,11,2023년 11월 01일,3,사람유두종바이러스감염증,무증상 사람면역결핍바이러스 감염상태,5,5,0,100.0,0.0
15186,2023,12,2023년 12월 01일,4,인플루엔자,"바이러스가 확인되지 않은, 기타 호흡기증상을 동반한 인플루엔자",21,21,0,100.0,0.0
15074,2023,12,2023년 12월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],14,14,0,100.0,0.0
15498,2023,12,2023년 12월 01일,3,C형간염,만성 바이러스C형간염,20,20,0,100.0,0.0
16039,2023,12,2023년 12월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,8,8,0,100.0,0.0
15684,2024,1,2024년 01월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,5,5,0,100.0,0.0
15625,2024,1,2024년 01월 01일,4,인플루엔자,"계절성 인플루엔자바이러스가 확인된, 기타 증상을 동반한 인플루엔자",5,5,0,100.0,0.0
16215,2024,1,2024년 01월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,15,15,0,100.0,0.0
14874,2024,1,2024년 01월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,16,16,0,100.0,0.0
15162,2024,1,2024년 01월 01일,1,코로나바이러스감염증-19,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],16,16,0,100.0,0.0
16101,2024,1,2024년 01월 01일,4,인플루엔자,"계절성 인플루엔자바이러스가 확인된, 기타 호흡기 증상을 동반한 인플루엔자",34,34,0,100.0,0.0
15044,2024,2,2024년 02월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,14,14,0,100.0,0.0
16256,2024,2,2024년 02월 01일,4,엔테로바이러스감염증,"달리 분류된 바이러스질환에서의 뇌염, 척수염 및 뇌척수염",10,10,0,100.0,0.0
16475,2024,2,2024년 02월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,14,14,0,100.0,0.0
14932,2024,2,2024년 02월 01일,2,급성호흡기감염증,급성 복막염,8,8,0,100.0,0.0
14806,2024,2,2024년 02월 01일,3,C형간염,만성 바이러스C형간염,29,29,0,100.0,0.0
16016,2024,2,2024년 02월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,10,10,0,100.0,0.0
15630,2024,2,2024년 02월 01일,4,인플루엔자,"계절성 인플루엔자바이러스가 확인된, 기타 호흡기 증상을 동반한 인플루엔자",8,8,0,100.0,0.0
16153,2024,2,2024년 02월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체,9,9,0,100.0,0.0
15015,2024,3,2024년 03월 01일,4,폐렴구균감염증,폐렴마이코플라스마에 의한 폐렴,6,6,0,100.0,0.0
16077,2024,3,2024년 03월 01일,4,엔테로바이러스감염증,"달리 분류된 바이러스질환에서의 뇌염, 척수염 및 뇌척수염",12,12,0,100.0,0.0
15144,2024,3,2024년 03월 01일,3,C형간염,만성 바이러스C형간염,9,9,0,100.0,0.0
16525,2024,3,2024년 03월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,6,6,0,100.0,0.0
16068,2024,3,2024년 03월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체,5,5,0,100.0,0.0
16183,2024,3,2024년 03월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,5,5,0,100.0,0.0
15847,2024,4,2024년 04월 01일,3,C형간염,만성 바이러스C형간염,18,18,0,100.0,0.0
15927,2024,4,2024년 04월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체,10,10,0,100.0,0.0
15568,2024,4,2024년 04월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,7,7,0,100.0,0.0
15450,2024,4,2024년 04월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,7,7,0,100.0,0.0
15698,2024,4,2024년 04월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,12,12,0,100.0,0.0
14978,2024,5,2024년 05월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,6,6,0,100.0,0.0
14929,2024,5,2024년 05월 01일,1,코로나바이러스감염증-19,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],7,7,0,100.0,0.0
15415,2024,5,2024년 05월 01일,3,후천성면역결핍증,상세불명의 사람면역결핍바이러스병,14,14,0,100.0,0.0
15596,2024,5,2024년 05월 01일,3,C형간염,만성 바이러스C형간염,14,14,0,100.0,0.0
16356,2024,5,2024년 05월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,7,7,0,100.0,0.0
16524,2024,6,2024년 06월 01일,4,장관감염증,다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체,6,6,0,100.0,0.0
15111,2024,6,2024년 06월 01일,2,급성호흡기감염증,급성 및 아급성 감염성 심내막염,12,12,0,100.0,0.0
14875,2024,6,2024년 06월 01일,3,C형간염,만성 바이러스C형간염,17,17,0,100.0,0.0
15778,2024,6,2024년 06월 01일,4,사람유두종바이러스감염증,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스,12,12,0,100.0,0.0
5546,2020,12,2020년 12월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,5,5,0,100.0,0.0
5597,2021,2,2021년 02월 01일,2,결핵,결핵성 복막염(K67.3*),5,5,0,100.0,0.0
5662,2021,4,2021년 04월 01일,2,결핵,결핵성 복막염(K67.3*),6,6,0,100.0,0.0
5710,2021,5,2021년 05월 01일,2,결핵,피부 및 피하조직의 결핵,5,5,0,100.0,0.0
5736,2021,6,2021년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,5,5,0,100.0,0.0
5950,2021,12,2021년 12월 01일,2,결핵,결핵성 장염(K93.0*),8,8,0,100.0,0.0
6705,2023,1,2023년 01월 01일,2,결핵,기타 부위의 결핵,7,7,0,100.0,0.0
15152,2023,1,2023년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,5,5,0,100.0,0.0
14805,2023,1,2023년 01월 01일,2,결핵,다약제내성 결핵,5,5,0,100.0,0.0
14886,2023,1,2023년 01월 01일,2,결핵,기타 부위의 결핵,11,11,0,100.0,0.0
14763,2023,1,2023년 01월 01일,2,결핵,"장, 복막 및 장간막 림프절의 결핵",5,5,0,100.0,0.0
15456,2023,2,2023년 02월 01일,2,결핵,기타 부위의 결핵,9,9,0,100.0,0.0
15314,2023,2,2023년 02월 01일,2,결핵,결핵성 말초림프절병증,12,12,0,100.0,0.0
15244,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,5,5,0,100.0,0.0
15601,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,6,6,0,100.0,0.0
6778,2023,2,2023년 02월 01일,2,결핵,기타 부위의 결핵,6,6,0,100.0,0.0
6773,2023,2,2023년 02월 01일,2,결핵,결핵성 말초림프절병증,5,5,0,100.0,0.0
15530,2023,2,2023년 02월 01일,2,결핵,다약제내성 결핵,5,5,0,100.0,0.0
6855,2023,3,2023년 03월 01일,2,결핵,신장의 결핵(N29.1*),5,5,0,100.0,0.0
6849,2023,3,2023년 03월 01일,2,결핵,상세불명의 좁쌀결핵,7,7,0,100.0,0.0
15299,2023,3,2023년 03월 01일,2,결핵,결핵성 말초림프절병증,12,12,0,100.0,0.0
14738,2023,3,2023년 03월 01일,2,결핵,신장의 결핵(N29.1*),9,9,0,100.0,0.0
14931,2023,3,2023년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,10,10,0,100.0,0.0
15182,2023,3,2023년 03월 01일,2,결핵,상세불명의 좁쌀결핵,10,10,0,100.0,0.0
6841,2023,3,2023년 03월 01일,2,결핵,기타 부위의 결핵,7,7,0,100.0,0.0
6842,2023,3,2023년 03월 01일,2,결핵,다약제내성 결핵,6,6,0,100.0,0.0
15120,2023,3,2023년 03월 01일,2,결핵,다약제내성 결핵,13,13,0,100.0,0.0
16087,2023,3,2023년 03월 01일,2,결핵,기타 부위의 결핵,11,11,0,100.0,0.0
6838,2023,3,2023년 03월 01일,2,결핵,결핵성 말초림프절병증,6,6,0,100.0,0.0
14941,2023,4,2023년 04월 01일,2,결핵,기타 부위의 결핵,6,6,0,100.0,0.0
15740,2023,4,2023년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,5,5,0,100.0,0.0
15654,2023,4,2023년 04월 01일,2,결핵,다약제내성 결핵,11,11,0,100.0,0.0
6891,2023,4,2023년 04월 01일,2,결핵,다약제내성 결핵,5,5,0,100.0,0.0
15200,2023,5,2023년 05월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,13,13,0,100.0,0.0
6938,2023,5,2023년 05월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,6,6,0,100.0,0.0
14904,2023,5,2023년 05월 01일,2,결핵,다약제내성 결핵,6,6,0,100.0,0.0
15942,2023,5,2023년 05월 01일,2,결핵,상세불명의 좁쌀결핵,5,5,0,100.0,0.0
16443,2023,6,2023년 06월 01일,2,결핵,결핵성 장염(K93.0*),6,6,0,100.0,0.0
15642,2023,6,2023년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,7,7,0,100.0,0.0
15472,2023,8,2023년 08월 01일,2,결핵,척추의 결핵(M49.0*),5,5,0,100.0,0.0
15712,2023,9,2023년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,5,5,0,100.0,0.0
16527,2023,11,2023년 11월 01일,2,결핵,결핵성 말초림프절병증,17,17,0,100.0,0.0
16137,2023,12,2023년 12월 01일,2,결핵,결핵성 말초림프절병증,10,10,0,100.0,0.0
15228,2024,1,2024년 01월 01일,2,결핵,결핵성 말초림프절병증,9,9,0,100.0,0.0
16261,2024,2,2024년 02월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵",5,5,0,100.0,0.0
15635,2024,2,2024년 02월 01일,2,결핵,결핵성 장염(K93.0*),6,6,0,100.0,0.0
15690,2024,3,2024년 03월 01일,2,결핵,결핵성 말초림프절병증,6,6,0,100.0,0.0
15451,2024,4,2024년 04월 01일,2,결핵,결핵성 말초림프절병증,10,10,0,100.0,0.0
15026,2024,5,2024년 05월 01일,2,결핵,결핵성 말초림프절병증,8,8,0,100.0,0.0
5994,2022,1,2022년 01월 01일,2,결핵,결핵성 장염(K93.0*),7,7,0,100.0,0.0
16470,2022,1,2022년 01월 01일,2,결핵,결핵성 수막염(G01*),7,7,0,100.0,0.0
16083,2022,1,2022년 01월 01일,2,결핵,결핵성 말초림프절병증,7,7,0,100.0,0.0
15768,2022,1,2022년 01월 01일,2,결핵,결핵성 장염(K93.0*),16,16,0,100.0,0.0
6038,2022,2,2022년 02월 01일,2,결핵,결핵성 장염(K93.0*),9,9,0,100.0,0.0
15908,2022,2,2022년 02월 01일,2,결핵,결핵성 장염(K93.0*),22,22,0,100.0,0.0
15281,2022,2,2022년 02월 01일,2,결핵,결핵성 말초림프절병증,5,5,0,100.0,0.0
15153,2022,3,2022년 03월 01일,2,결핵,결핵성 장염(K93.0*),12,12,0,100.0,0.0
16206,2022,3,2022년 03월 01일,2,결핵,결핵성 말초림프절병증,9,9,0,100.0,0.0
15504,2022,3,2022년 03월 01일,2,결핵,결핵성 수막염(G01*),8,8,0,100.0,0.0
6081,2022,3,2022년 03월 01일,2,결핵,결핵성 장염(K93.0*),5,5,0,100.0,0.0
6080,2022,3,2022년 03월 01일,2,결핵,결핵성 수막염(G01*),7,7,0,100.0,0.0
6078,2022,3,2022년 03월 01일,2,결핵,결핵성 말초림프절병증,6,6,0,100.0,0.0
15533,2022,3,2022년 03월 01일,2,결핵,피부 및 피하조직의 결핵,6,6,0,100.0,0.0
15935,2022,4,2022년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,6,6,0,100.0,0.0
15629,2022,4,2022년 04월 01일,2,결핵,결핵성 말초림프절병증,14,14,0,100.0,0.0
14984,2022,4,2022년 04월 01일,2,결핵,결핵성 장염(K93.0*),20,20,0,100.0,0.0
6131,2022,4,2022년 04월 01일,2,결핵,결핵성 말초림프절병증,11,11,0,100.0,0.0
6134,2022,4,2022년 04월 01일,2,결핵,결핵성 장염(K93.0*),10,10,0,100.0,0.0
15139,2022,4,2022년 04월 01일,2,결핵,기타 부위의 결핵,5,5,0,100.0,0.0
15958,2022,5,2022년 05월 01일,2,결핵,결핵성 장염(K93.0*),9,9,0,100.0,0.0
6186,2022,5,2022년 05월 01일,2,결핵,결핵성 말초림프절병증,7,7,0,100.0,0.0
15741,2022,5,2022년 05월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기타 호흡기결핵,6,6,0,100.0,0.0
6188,2022,5,2022년 05월 01일,2,결핵,결핵성 장염(K93.0*),5,5,0,100.0,0.0
15926,2022,5,2022년 05월 01일,2,결핵,결핵성 말초림프절병증,10,10,0,100.0,0.0
15094,2022,6,2022년 06월 01일,2,결핵,결핵성 말초림프절병증,13,13,0,100.0,0.0
6237,2022,6,2022년 06월 01일,2,결핵,결핵성 말초림프절병증,8,8,0,100.0,0.0
15928,2022,6,2022년 06월 01일,2,결핵,기타 부위의 결핵,5,5,0,100.0,0.0
16201,2022,6,2022년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,9,9,0,100.0,0.0
6251,2022,6,2022년 06월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,6,6,0,100.0,0.0
6309,2022,7,2022년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,7,7,0,100.0,0.0
6307,2022,7,2022년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,6,6,0,100.0,0.0
16461,2022,7,2022년 07월 01일,2,결핵,결핵성 장염(K93.0*),15,15,0,100.0,0.0
15727,2022,7,2022년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,9,9,0,100.0,0.0
15466,2022,7,2022년 07월 01일,2,결핵,결핵성 말초림프절병증,16,16,0,100.0,0.0
6291,2022,7,2022년 07월 01일,2,결핵,결핵성 말초림프절병증,11,11,0,100.0,0.0
6292,2022,7,2022년 07월 01일,2,결핵,결핵성 복막염(K67.3*),5,5,0,100.0,0.0
6294,2022,7,2022년 07월 01일,2,결핵,결핵성 장염(K93.0*),8,8,0,100.0,0.0
16029,2022,7,2022년 07월 01일,2,결핵,결핵성 복막염(K67.3*),10,10,0,100.0,0.0
14928,2022,7,2022년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,10,10,0,100.0,0.0
16437,2022,8,2022년 08월 01일,2,결핵,결핵성 말초림프절병증,22,22,0,100.0,0.0
6374,2022,8,2022년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 상세불명의 호흡기결핵,5,5,0,100.0,0.0
6355,2022,8,2022년 08월 01일,2,결핵,결핵성 말초림프절병증,13,13,0,100.0,0.0
6358,2022,8,2022년 08월 01일,2,결핵,결핵성 장염(K93.0*),7,7,0,100.0,0.0
6362,2022,8,2022년 08월 01일,2,결핵,기타 부위의 결핵,6,6,0,100.0,0.0
15109,2022,8,2022년 08월 01일,2,결핵,다약제내성 결핵,5,5,0,100.0,0.0
15831,2022,8,2022년 08월 01일,2,결핵,결핵성 장염(K93.0*),11,11,0,100.0,0.0
16046,2022,8,2022년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 상세불명의 호흡기결핵,8,8,0,100.0,0.0
15312,2022,8,2022년 08월 01일,2,결핵,기타 부위의 결핵,9,9,0,100.0,0.0
6428,2022,9,2022년 09월 01일,2,결핵,기타 부위의 결핵,8,8,0,100.0,0.0
6420,2022,9,2022년 09월 01일,2,결핵,결핵성 말초림프절병증,5,5,0,100.0,0.0
16028,2022,9,2022년 09월 01일,2,결핵,결핵성 말초림프절병증,5,5,0,100.0,0.0
6440,2022,9,2022년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,5,5,0,100.0,0.0
15359,2022,9,2022년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,9,9,0,100.0,0.0
15295,2022,9,2022년 09월 01일,2,결핵,다약제내성 결핵,6,6,0,100.0,0.0
16380,2022,9,2022년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,10,10,0,100.0,0.0
15833,2022,9,2022년 09월 01일,2,결핵,기타 부위의 결핵,14,14,0,100.0,0.0
16595,2022,10,2022년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,7,7,0,100.0,0.0
6491,2022,10,2022년 10월 01일,2,결핵,기타 부위의 결핵,5,5,0,100.0,0.0
14847,2022,10,2022년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,10,10,0,100.0,0.0
6500,2022,10,2022년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,6,6,0,100.0,0.0
15773,2022,10,2022년 10월 01일,2,결핵,기타 부위의 결핵,9,9,0,100.0,0.0
6488,2022,10,2022년 10월 01일,2,결핵,결핵성 장염(K93.0*),9,9,0,100.0,0.0
15211,2022,10,2022년 10월 01일,2,결핵,결핵성 장염(K93.0*),16,16,0,100.0,0.0
6573,2022,11,2022년 11월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,9,9,0,100.0,0.0
6561,2022,11,2022년 11월 01일,2,결핵,기타 부위의 결핵,12,12,0,100.0,0.0
6555,2022,11,2022년 11월 01일,2,결핵,결핵성 말초림프절병증,7,7,0,100.0,0.0
15595,2022,11,2022년 11월 01일,2,결핵,기타 부위의 결핵,19,19,0,100.0,0.0
15600,2022,11,2022년 11월 01일,2,결핵,다약제내성 결핵,8,8,0,100.0,0.0
15104,2022,11,2022년 11월 01일,2,결핵,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 후두, 기관 및 기관지 결핵",6,6,0,100.0,0.0
16411,2022,11,2022년 11월 01일,2,결핵,비뇨생식계통의 상세불명 결핵,5,5,0,100.0,0.0
15234,2022,11,2022년 11월 01일,2,결핵,결핵성 장염(K93.0*),6,6,0,100.0,0.0
15880,2022,11,2022년 11월 01일,2,결핵,결핵성 말초림프절병증,8,8,0,100.0,0.0
15323,2022,11,2022년 11월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,16,16,0,100.0,0.0
15185,2022,12,2022년 12월 01일,2,결핵,결핵성 말초림프절병증,18,18,0,100.0,0.0
14911,2022,12,2022년 12월 01일,2,결핵,기타 부위의 결핵,11,11,0,100.0,0.0
6624,2022,12,2022년 12월 01일,2,결핵,결핵성 말초림프절병증,8,8,0,100.0,0.0
6630,2022,12,2022년 12월 01일,2,결핵,기타 부위의 결핵,7,7,0,100.0,0.0
16439,2022,12,2022년 12월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,7,7,0,100.0,0.0
5267,2020,1,2020년 01월 01일,2,결핵,조직학적으로 확인된 공동이 있는 폐결핵,5,5,0,100.0,0.0
5310,2020,3,2020년 03월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,5,5,0,100.0,0.0
5480,2020,9,2020년 09월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,5,5,0,100.0,0.0
5533,2020,11,2020년 11월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,5,5,0,100.0,0.0
5657,2021,3,2021년 03월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,8,8,0,100.0,0.0
5668,2021,4,2021년 04월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,5,5,0,100.0,0.0
5722,2021,5,2021년 05월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,9,9,0,100.0,0.0
5700,2021,5,2021년 05월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,12,12,0,100.0,0.0
5790,2021,7,2021년 07월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,5,5,0,100.0,0.0
5806,2021,8,2021년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,9,9,0,100.0,0.0
5839,2021,9,2021년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,6,6,0,100.0,0.0
5878,2021,10,2021년 10월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,11,11,0,100.0,0.0
5917,2021,11,2021년 11월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,11,11,0,100.0,0.0
5943,2021,11,2021년 11월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,11,11,0,100.0,0.0
5987,2021,12,2021년 12월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,8,8,0,100.0,0.0
5954,2021,12,2021년 12월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,5,5,0,100.0,0.0
5958,2021,12,2021년 12월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,8,8,0,100.0,0.0
15692,2022,1,2022년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,9,9,0,100.0,0.0
15545,2022,1,2022년 01월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,10,10,0,100.0,0.0
6001,2022,1,2022년 01월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,5,5,0,100.0,0.0
6003,2022,1,2022년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,6,6,0,100.0,0.0
16012,2022,1,2022년 01월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,6,6,0,100.0,0.0
16271,2022,1,2022년 01월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,7,7,0,100.0,0.0
16197,2022,2,2022년 02월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,6,6,0,100.0,0.0
6074,2022,2,2022년 02월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,14,14,0,100.0,0.0
16349,2022,3,2022년 03월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,12,12,0,100.0,0.0
15968,2022,3,2022년 03월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,26,26,0,100.0,0.0
6127,2022,3,2022년 03월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,16,16,0,100.0,0.0
6094,2022,3,2022년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,6,6,0,100.0,0.0
16245,2022,3,2022년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,8,8,0,100.0,0.0
6099,2022,3,2022년 03월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,8,8,0,100.0,0.0
15992,2022,4,2022년 04월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,6,6,0,100.0,0.0
6180,2022,4,2022년 04월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,8,8,0,100.0,0.0
14785,2022,4,2022년 04월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,15,15,0,100.0,0.0
15811,2022,4,2022년 04월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,6,6,0,100.0,0.0
6232,2022,5,2022년 05월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,13,13,0,100.0,0.0
